date_complete,annee,pays,zone,localite,activite,type_attaque,sexe,age,tranche_age,geocoded_query,latitude,longitude,geocode_status,geocode_source
2014-08-02,2014,USA,Florida,"Table Beach, Brevard County",Boogie boarding,Unprovoked,M,8.0,0-9,"Table Beach, Brevard County, Florida, USA",,,not_requested,Nominatim/OpenStreetMap
2014-07-22,2014,REUNION,Saint-Leu,,Surfing,Unprovoked,M,51.0,50-59,"Saint-Leu, REUNION",,,not_requested,Nominatim/OpenStreetMap
2014-02-07,2014,TRINIDAD & TOBAGO,Trinidad,,Fishing,Provoked,M,,,"Trinidad, TRINIDAD & TOBAGO",,,not_requested,Nominatim/OpenStreetMap
2014-07-05,2014,USA,California,"Manhattan Beach, Los Angeles County",Swimming,Provoked,M,,,"Manhattan Beach, Los Angeles County, California, USA",,,not_requested,Nominatim/OpenStreetMap
2014-05-10,2014,USA,Florida,"Bethel Shoals, Indian River County",Diving,Invalid,M,,,"Bethel Shoals, Indian River County, Florida, USA",,,not_requested,Nominatim/OpenStreetMap
2014-08-29,2014,USA,Florida,"Ponce Inlet, Volusia County",Surfing,Unprovoked,M,17.0,10-19,"Ponce Inlet, Volusia County, Florida, USA",29.0963729,-80.9369983,geocoded,Nominatim/OpenStreetMap
2014-06-18,2014,AUSTRALIA,South Australia,"Middleton Point, Fleurieu Peninsula",Body boarding,Unprovoked,M,15.0,10-19,"Middleton Point, Fleurieu Peninsula, South Australia, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
2014-05-01,2014,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Unprovoked,M,23.0,20-29,"New Smyrna Beach, Volusia County, Florida, USA",29.0258132,-80.9271271,geocoded,Nominatim/OpenStreetMap
2014-07-21,2014,USA,Florida,"Indialantic, Brevard County",Standing,Unprovoked,M,8.0,0-9,"Indialantic, Brevard County, Florida, USA",,,not_requested,Nominatim/OpenStreetMap
2014-06-17,2014,AUSTRALIA,Western Australia,Horizontal Falls,Petting a shark,Provoked,M,,,"Horizontal Falls, Western Australia, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
2014-10-14,2014,USA,South Carolina,"Hilton Head Island, Beaufort County",Standing in inner tube,Unprovoked,F,7.0,0-9,"Hilton Head Island, Beaufort County, South Carolina, USA",32.1618488,-80.7512616,geocoded,Nominatim/OpenStreetMap
2014-10-03,2014,USA,California,Santa Barbara County,Kayaking,Watercraft,M,,,"Santa Barbara County, California, USA",,,not_requested,Nominatim/OpenStreetMap
2014-05-22,2014,AUSTRALIA,New South Wales,The Australian Shark and Ray Centre,Teasing a shark,Provoked,M,10.0,10-19,"The Australian Shark and Ray Centre, New South Wales, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
2014-04-22,2014,USA,Florida,"Cocoa Beach, Brevard  County",Swimming,Unprovoked,M,42.0,40-49,"Cocoa Beach, Brevard  County, Florida, USA",28.3184107,-80.6094959,geocoded,Nominatim/OpenStreetMap
2014-03-13,2014,CAYMAN ISLANDS,,,Scuba diving / culling lionfish,Invalid,M,,,CAYMAN ISLANDS,,,not_requested,Nominatim/OpenStreetMap
2014-01-25,2014,NEW ZEALAND,South Island,Garden Bay near Cosy Nook,Spearfishing,Unprovoked,M,24.0,20-29,"Garden Bay near Cosy Nook, South Island, NEW ZEALAND",,,not_requested,Nominatim/OpenStreetMap
2014-05-13,2014,USA,Florida,"Jacksonville Beach, Duval County",Wading,Unprovoked,F,44.0,40-49,"Jacksonville Beach, Duval County, Florida, USA",30.2946859,-81.3931396,geocoded,Nominatim/OpenStreetMap
2014-07-12,2014,USA,North Carolina,"Masonboro Island, New Hanover County",Body surfing,Unprovoked,M,,,"Masonboro Island, New Hanover County, North Carolina, USA",,,not_requested,Nominatim/OpenStreetMap
2014-08-27,2014,USA,North Carolina,"Figure Eight Island,  New Hanover County",Surfing,Unprovoked,M,29.0,20-29,"Figure Eight Island,  New Hanover County, North Carolina, USA",,,not_requested,Nominatim/OpenStreetMap
2014-12-23,2014,JAPAN,,,Diving / Filming,Unprovoked,M,,,JAPAN,,,not_requested,Nominatim/OpenStreetMap
2014-10-17,2014,AUSTRALIA,New South Wales,Avoca Beach,Surfing,Unprovoked,F,13.0,10-19,"Avoca Beach, New South Wales, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
2014-03-21,2014,USA,Florida,Macarthur State Park,Surfing,Unprovoked,M,9.0,0-9,"Macarthur State Park, Florida, USA",,,not_requested,Nominatim/OpenStreetMap
2014-02-17,2014,PAPUA NEW GUINEA,,,Sailing,Watercraft,M,21.0,20-29,PAPUA NEW GUINEA,,,not_requested,Nominatim/OpenStreetMap
2014-12-29,2014,AUSTRALIA,New South Wales,Bherwerre Beach,Surfing,Unprovoked,,,,"Bherwerre Beach, New South Wales, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
2014-11-20,2014,MAURITIUS,Cargados Carajos Shoals (St. Brandon),,Fishing,Provoked,M,39.0,30-39,"Cargados Carajos Shoals (St. Brandon), MAURITIUS",,,not_requested,Nominatim/OpenStreetMap
2014-10-03,2014,USA,California,Santa Barbara County,Kayaking,Watercraft,M,,,"Santa Barbara County, California, USA",,,not_requested,Nominatim/OpenStreetMap
2014-03-18,2014,AUSTRALIA,New South Wales,Lennox Head,Inconnue,Invalid,F,10.0,10-19,"Lennox Head, New South Wales, AUSTRALIA",-28.7910334,153.5878047,geocoded,Nominatim/OpenStreetMap
2014-01-04,2014,JAPAN,Okinawa Prefecture,Off Miyako Island,Sea disaster,Sea Disaster,M,31.0,30-39,"Off Miyako Island, Okinawa Prefecture, JAPAN",,,not_requested,Nominatim/OpenStreetMap
2014-09-09,2014,AUSTRALIA,New South Wales,"Clarkes Beach, Byron Bay",Swimming,Unprovoked,M,50.0,50-59,"Clarkes Beach, Byron Bay, New South Wales, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
2014-08-31,2014,USA,Florida,"New Smyrna Beach, Volusia County",Body surfing,Unprovoked,F,13.0,10-19,"New Smyrna Beach, Volusia County, Florida, USA",29.0258132,-80.9271271,geocoded,Nominatim/OpenStreetMap
2014-08-02,2014,USA,Florida,"South of Cocoa Beach, Brevard County",Surfing,Unprovoked,M,50.0,50-59,"South of Cocoa Beach, Brevard County, Florida, USA",,,not_requested,Nominatim/OpenStreetMap
2014-10-11,2014,AUSTRALIA,Western Australia,"Castle Rock, north of Dunsborough",Kayaking,Watercraft,M,,,"Castle Rock, north of Dunsborough, Western Australia, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
2014-06-07,2014,USA,Texas,"West Beach, Galveston",Kneeling in the water,Unprovoked,F,14.0,10-19,"West Beach, Galveston, Texas, USA",,,not_requested,Nominatim/OpenStreetMap
2014-06-25,2014,BAHAMAS,Abaco Islands,,Spearfishing,Unprovoked,M,42.0,40-49,"Abaco Islands, BAHAMAS",,,not_requested,Nominatim/OpenStreetMap
2014-01-26,2014,AUSTRALIA,New South Wales,Umina Beach,Fishing,Provoked,M,,,"Umina Beach, New South Wales, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
2014-06-09,2014,BRAZIL,,500 km off the coast of Pernambuco,Fishing,Unprovoked,M,43.0,40-49,"500 km off the coast of Pernambuco, BRAZIL",,,not_requested,Nominatim/OpenStreetMap
2014-08-09,2014,BAHAMAS,,,Spearfishing,Unprovoked,M,,,BAHAMAS,24.7736546,-78.0000547,geocoded,Nominatim/OpenStreetMap
2014-03-02,2014,USA,Florida,"Santa Lucea Beach, South Hutchinson Island, St. Lucie County",Surfing,Unprovoked,M,21.0,20-29,"Santa Lucea Beach, South Hutchinson Island, St. Lucie County, Florida, USA",,,not_requested,Nominatim/OpenStreetMap
2014-04-04,2014,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Unprovoked,M,,,"New Smyrna Beach, Volusia County, Florida, USA",29.0258132,-80.9271271,geocoded,Nominatim/OpenStreetMap
2014-08-06,2014,USA,South Carolina,"Folly Beach, Charleston County",Boogie boarding,Unprovoked,M,10.0,10-19,"Folly Beach, Charleston County, South Carolina, USA",32.6554848,-79.9407802,geocoded,Nominatim/OpenStreetMap
2014-12-28,2014,AUSTRALIA,Victoria,Paradise Beach,Fishing,Provoked,M,40.0,40-49,"Paradise Beach, Victoria, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
2014-12-29,2014,AUSTRALIA,Western Australia,Three Stripes near Cheynes Beach,Spearfishing,Unprovoked,M,17.0,10-19,"Three Stripes near Cheynes Beach, Western Australia, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
2014-11-19,2014,AUSTRALIA,Western Australia,Freo,Fishing,Watercraft,M,,,"Freo, Western Australia, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
2014-09-01,2014,SPAIN,Catalonia,Salou,Playing with an air mattress,Unprovoked,M,16.0,10-19,"Salou, Catalonia, SPAIN",,,not_requested,Nominatim/OpenStreetMap
2014-08-29,2014,USA,Florida,"Atlantic Beach, Duval County",Inconnue,Invalid,,,,"Atlantic Beach, Duval County, Florida, USA",,,not_requested,Nominatim/OpenStreetMap
2014-08-27,2014,SPAIN,Alicante,Benidorm,Swimming,Unprovoked,F,30.0,30-39,"Benidorm, Alicante, SPAIN",,,not_requested,Nominatim/OpenStreetMap
2014-07-27,2014,USA,North Carolina,"Sunset Beach, Brunswick County",Swimming,Unprovoked,M,,,"Sunset Beach, Brunswick County, North Carolina, USA",,,not_requested,Nominatim/OpenStreetMap
2014-07-16,2014,USA,Hawaii,"Paia Bay, Maui",Swimming,Unprovoked,M,61.0,60-69,"Paia Bay, Maui, Hawaii, USA",,,not_requested,Nominatim/OpenStreetMap
2014-05-06,2014,USA,South Carolina,"Coligny Beach, Hilton Head, Beaufort County",Swimming,Unprovoked,F,40.0,40-49,"Coligny Beach, Hilton Head, Beaufort County, South Carolina, USA",,,not_requested,Nominatim/OpenStreetMap
2014-04-24,2014,AUSTRALIA,Western Australia,"South Passage, south of Coral Bay",Spearfishing,Unprovoked,M,,,"South Passage, south of Coral Bay, Western Australia, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
2014-09-03,2014,USA,Massachusetts,"Manomet Point, Plymouth, Plymouth County",Kayaking,Watercraft,F,20.0,20-29,"Manomet Point, Plymouth, Plymouth County, Massachusetts, USA",,,not_requested,Nominatim/OpenStreetMap
2014-09-12,2014,FRENCH POLYNESIA,Moorea,Tiahura Lagoon,Feeding fish,Unprovoked,F,36.0,30-39,"Tiahura Lagoon, Moorea, FRENCH POLYNESIA",,,not_requested,Nominatim/OpenStreetMap
2014-11-16,2014,USA,Florida,"Indian Harbor Beach, Brevard County",Surfing,Unprovoked,M,44.0,40-49,"Indian Harbor Beach, Brevard County, Florida, USA",,,not_requested,Nominatim/OpenStreetMap
2014-12-03,2014,SPAIN,Granada,Off Motril,Fishing for blue sharks,Provoked,M,,,"Off Motril, Granada, SPAIN",,,not_requested,Nominatim/OpenStreetMap
2014-06-01,2014,AUSTRALIA,New South Wales,"Seven Mile Beach, Gerroa",Surfing,Unprovoked,M,,,"Seven Mile Beach, Gerroa, New South Wales, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
2014-03-18,2014,AUSTRALIA,Victoria,Winkipop Beach,Surfing,Unprovoked,M,42.0,40-49,"Winkipop Beach, Victoria, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
2014-05-23,2014,FRANCE,Wallis and Futuna,Wallis Island,Scuba diving,Unprovoked,M,,,"Wallis Island, Wallis and Futuna, FRANCE",,,not_requested,Nominatim/OpenStreetMap
2014-10-29,2014,AUSTRALIA,New South Wales,Wallabi Point,Surfing,Provoked,M,20.0,20-29,"Wallabi Point, New South Wales, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
2014-06-01,2014,USA,Florida,Fort Lauderdale,Swimming,Unprovoked,F,22.0,20-29,"Fort Lauderdale, Florida, USA",,,not_requested,Nominatim/OpenStreetMap
2014-09-13,2014,USA,California,"Manresa State Beach, Santa Cruz County",Surfing,Invalid,M,,,"Manresa State Beach, Santa Cruz County, California, USA",,,not_requested,Nominatim/OpenStreetMap
2014-02-08,2014,AUSTRALIA,South Australia,"Goldsmith Beach, Yorke Peninsula",Spearfishing / Free diving,Unprovoked,M,28.0,20-29,"Goldsmith Beach, Yorke Peninsula, South Australia, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
2014-10-05,2014,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Unprovoked,M,15.0,10-19,"New Smyrna Beach, Volusia County, Florida, USA",29.0258132,-80.9271271,geocoded,Nominatim/OpenStreetMap
2014-08-05,2014,USA,Florida,"Cocoa Beach, Brevard  County",Swimming,Unprovoked,F,45.0,40-49,"Cocoa Beach, Brevard  County, Florida, USA",28.3184107,-80.6094959,geocoded,Nominatim/OpenStreetMap
2014-11-17,2014,USA,California,"Franklin Point, San Mateo County",Inconnue,Watercraft,,,,"Franklin Point, San Mateo County, California, USA",,,not_requested,Nominatim/OpenStreetMap
2014-08-08,2014,USA,Louisiana,"Lake Ponchartain off Southshore Harbor, New Orleans",Swimming,Unprovoked,M,7.0,0-9,"Lake Ponchartain off Southshore Harbor, New Orleans, Louisiana, USA",,,not_requested,Nominatim/OpenStreetMap
2014-07-05,2014,USA,California,"Oceano Dunes State Beach, San Luis Obispo County",Surfing,Unprovoked,M,,,"Oceano Dunes State Beach, San Luis Obispo County, California, USA",,,not_requested,Nominatim/OpenStreetMap
2014-05-15,2014,USA,Florida,"Juan Ponce de León Landing, Melbourne Beach, Brevard County",Body boarding,Unprovoked,F,38.0,30-39,"Juan Ponce de León Landing, Melbourne Beach, Brevard County, Florida, USA",,,not_requested,Nominatim/OpenStreetMap
2014-06-08,2014,JAPAN,Atsumi peninsula,Aichi,Surfing,Unprovoked,M,43.0,40-49,"Aichi, Atsumi peninsula, JAPAN",,,not_requested,Nominatim/OpenStreetMap
2014-06-09,2014,USA,Delaware,"Cape Henlopen State Park, Sussex County",Standing,Unprovoked,M,16.0,10-19,"Cape Henlopen State Park, Sussex County, Delaware, USA",,,not_requested,Nominatim/OpenStreetMap
2014-12-28,2014,USA,California,"Montaña de Oro State Park, San Luis Obispo County",Surfing,Unprovoked,M,50.0,50-59,"Montaña de Oro State Park, San Luis Obispo County, California, USA",,,not_requested,Nominatim/OpenStreetMap
2014-12-15,2014,AUSTRALIA,Queensland,Rudder Reef,Spearfishing,Unprovoked,M,17.0,10-19,"Rudder Reef, Queensland, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
2014-10-19,2014,USA,California,"Leadbetter Beach, Santa Barbara County",Canoeing,Watercraft,F,,,"Leadbetter Beach, Santa Barbara County, California, USA",,,not_requested,Nominatim/OpenStreetMap
2014-02-20,2014,FRENCH POLYNESIA,Society Islands,Huahine,Kitesurfing,Unprovoked,M,21.0,20-29,"Huahine, Society Islands, FRENCH POLYNESIA",,,not_requested,Nominatim/OpenStreetMap
2014-03-22,2014,USA,Florida,Delray Beach,Kite Surfing,Unprovoked,M,,,"Delray Beach, Florida, USA",,,not_requested,Nominatim/OpenStreetMap
2014-05-04,2014,SOUTH AFRICA,Western Cape Province,Simonstown,Diving,Unprovoked,,,,"Simonstown, Western Cape Province, SOUTH AFRICA",,,not_requested,Nominatim/OpenStreetMap
2014-10-20,2014,USA,Hawaii,"Kahului, Maui",Stand-Up Paddleboarding,Unprovoked,M,,,"Kahului, Maui, Hawaii, USA",,,not_requested,Nominatim/OpenStreetMap
2014-07-03,2014,USA,South Carolina,"Isle of Palms, Charleston County",Body surfing,Unprovoked,M,19.0,10-19,"Isle of Palms, Charleston County, South Carolina, USA",32.7867697,-79.7880359,geocoded,Nominatim/OpenStreetMap
2014-08-24,2014,USA,North Carolina,"Off Masonboro Island, New Hanover County",Kite boarding,Unprovoked,,,,"Off Masonboro Island, New Hanover County, North Carolina, USA",,,not_requested,Nominatim/OpenStreetMap
2014-10-31,2014,USA,Hawaii,"North Kohala, Hawaii County",Surfing,Unprovoked,F,34.0,30-39,"North Kohala, Hawaii County, Hawaii, USA",,,not_requested,Nominatim/OpenStreetMap
2014-01-01,2014,NEW ZEALAND,,Stewart Island,Filming a documentary,Watercraft,,,,"Stewart Island, NEW ZEALAND",,,not_requested,Nominatim/OpenStreetMap
2014-11-08,2014,USA,Florida,"Fort Pierce Inlet State Park, St. Lucie County",Surfing,Unprovoked,M,18.0,10-19,"Fort Pierce Inlet State Park, St. Lucie County, Florida, USA",,,not_requested,Nominatim/OpenStreetMap
2014-01-01,2014,USA,Hawaii,,Free diving / Photographing pilot whales,Unprovoked,M,,,"Hawaii, USA",19.5938015,-155.4283701,geocoded,Nominatim/OpenStreetMap
2014-12-28,2014,GREECE,,33 nautical miles off Othonoi Island,Inconnue,Sea Disaster,,,,"33 nautical miles off Othonoi Island, GREECE",,,not_requested,Nominatim/OpenStreetMap
2014-10-12,2014,USA,Florida,"Melbourne Beach, Brevard County",Body surfing or Boogie boarding,Unprovoked,F,,,"Melbourne Beach, Brevard County, Florida, USA",28.0684067,-80.5607951,geocoded,Nominatim/OpenStreetMap
2014-06-01,2014,USA,Palmyra Atoll,,Tagging sharks,Unprovoked,F,37.0,30-39,"Palmyra Atoll, USA",,,not_requested,Nominatim/OpenStreetMap
2014-09-21,2014,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Unprovoked,M,,,"New Smyrna Beach, Volusia County, Florida, USA",29.0258132,-80.9271271,geocoded,Nominatim/OpenStreetMap
2014-11-13,2014,USA,Hawaii,"Airplane Beach, Lahina, West Maui",Snorkeling,Unprovoked,M,53.0,50-59,"Airplane Beach, Lahina, West Maui, Hawaii, USA",,,not_requested,Nominatim/OpenStreetMap
2014-08-25,2014,USA,Florida,Apalachicola Bay,Fishing for sharks,Provoked,M,,,"Apalachicola Bay, Florida, USA",,,not_requested,Nominatim/OpenStreetMap
2014-06-27,2014,ST. MARTIN,,20 miles from shore,Transatlantic Rowing,Watercraft,M,48.0,40-49,"20 miles from shore, ST. MARTIN",,,not_requested,Nominatim/OpenStreetMap
2014-02-07,2014,NEW ZEALAND,South Island,Porpoise Bay,Surfing,Unprovoked,M,28.0,20-29,"Porpoise Bay, South Island, NEW ZEALAND",,,not_requested,Nominatim/OpenStreetMap
2014-08-09,2014,USA,Florida,"Lori Wilson Park, Cocoa Beach, Brevard  County",Swimming,Unprovoked,F,10.0,10-19,"Lori Wilson Park, Cocoa Beach, Brevard  County, Florida, USA",,,not_requested,Nominatim/OpenStreetMap
2014-05-24,2014,AUSTRALIA,Queensland,Nerang River near Chevron Island,Fell into the water,Unprovoked,F,29.0,20-29,"Nerang River near Chevron Island, Queensland, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
2015-07-23,2015,USA,California,"La Jolla, San Diego County",Kayak Fishing,Provoked,M,31.0,30-39,"La Jolla, San Diego County, California, USA",,,not_requested,Nominatim/OpenStreetMap
2015-07-04,2015,BAHAMAS,Grand Bahama Island,"Port Lucaya, Freeport",Spearfishing,Unprovoked,F,23.0,20-29,"Port Lucaya, Freeport, Grand Bahama Island, BAHAMAS",,,not_requested,Nominatim/OpenStreetMap
2015-05-07,2015,USA,Florida,"Cocoa Beach, Brevard  County",Swimming,Unprovoked,M,,,"Cocoa Beach, Brevard  County, Florida, USA",28.3184107,-80.6094959,geocoded,Nominatim/OpenStreetMap
2015-02-08,2015,AUSTRALIA,New South Wales,"Seven Mile Beach, Byron Bay",Surfing,Unprovoked,M,35.0,30-39,"Seven Mile Beach, Byron Bay, New South Wales, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
2015-01-19,2015,USA,Florida,Off Panama City,Fishing,Watercraft,M,,,"Off Panama City, Florida, USA",,,not_requested,Nominatim/OpenStreetMap
2015-09-01,2015,FIJI,,,Spearfishing,Unprovoked,M,,,FIJI,-18.1239696,179.0122737,geocoded,Nominatim/OpenStreetMap
2015-08-22,2015,AUSTRALIA,New South Wales,Lighthouse Beach,Surfing,Unprovoked,M,38.0,30-39,"Lighthouse Beach, New South Wales, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
2015-09-20,2015,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Unprovoked,M,14.0,10-19,"New Smyrna Beach, Volusia County, Florida, USA",29.0258132,-80.9271271,geocoded,Nominatim/OpenStreetMap
2015-10-30,2015,AUSTRALIA,Western Australia,Bald Island,Spearfishing,Unprovoked,M,50.0,50-59,"Bald Island, Western Australia, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
2015-10-17,2015,MOZAMBIQUE,Inhambane Province,"Nahaduga, Inhambane Bay",Fishing for shrimp,Unprovoked,F,35.0,30-39,"Nahaduga, Inhambane Bay, Inhambane Province, MOZAMBIQUE",,,not_requested,Nominatim/OpenStreetMap
2015-09-06,2015,USA,California,"El Pescador Beach, Los Angeles County",Stand-Up Paddleboarding,Unprovoked,F,50.0,50-59,"El Pescador Beach, Los Angeles County, California, USA",,,not_requested,Nominatim/OpenStreetMap
2015-05-24,2015,USA,Florida,"Cocoa Beach, Brevard  County",Swimming,Unprovoked,F,13.0,10-19,"Cocoa Beach, Brevard  County, Florida, USA",28.3184107,-80.6094959,geocoded,Nominatim/OpenStreetMap
2015-09-05,2015,USA,California,"Deer Creek Beach, Ventura County",Kayak Fishing,Provoked,M,29.0,20-29,"Deer Creek Beach, Ventura County, California, USA",,,not_requested,Nominatim/OpenStreetMap
2015-10-17,2015,USA,Hawaii,"Lanikai Beach, Kailua, Oahu",Swimming,Unprovoked,M,44.0,40-49,"Lanikai Beach, Kailua, Oahu, Hawaii, USA",,,not_requested,Nominatim/OpenStreetMap
2015-11-03,2015,USA,Hawaii,"Kehena Beach, Hawaii",Swimming,Unprovoked,M,54.0,50-59,"Kehena Beach, Hawaii, Hawaii, USA",,,not_requested,Nominatim/OpenStreetMap
2015-01-08,2015,USA,Florida,,Swimming after falling overboard,Invalid,M,38.0,30-39,"Florida, USA",27.7567667,-81.4639835,geocoded,Nominatim/OpenStreetMap
2015-03-18,2015,USA,Hawaii,Hapuna Beach,Standing / Snorkeling,Unprovoked,M,58.0,50-59,"Hapuna Beach, Hawaii, USA",,,not_requested,Nominatim/OpenStreetMap
2015-06-26,2015,SOUTH AFRICA,Western Cape Province,"Lookout Beach, Plettenberg Bay",Surfing,Unprovoked,M,23.0,20-29,"Lookout Beach, Plettenberg Bay, Western Cape Province, SOUTH AFRICA",,,not_requested,Nominatim/OpenStreetMap
2015-03-21,2015,EGYPT,Red Sea Protectorate,Marsa Alam,Swimming,Unprovoked,M,52.0,50-59,"Marsa Alam, Red Sea Protectorate, EGYPT",,,not_requested,Nominatim/OpenStreetMap
2015-02-14,2015,REUNION,d’Étang-Salé,Ravine Mula,Swimming,Unprovoked,F,22.0,20-29,"Ravine Mula, d’Étang-Salé, REUNION",,,not_requested,Nominatim/OpenStreetMap
2015-08-18,2015,SPAIN,Alicante,"Poniente Beach, Benidorm",Swimming,Invalid,M,10.0,10-19,"Poniente Beach, Benidorm, Alicante, SPAIN",,,not_requested,Nominatim/OpenStreetMap
2015-11-15,2015,USA,Florida,"Palm Beach, Palm Beach County",Swimming,Unprovoked,F,,,"Palm Beach, Palm Beach County, Florida, USA",26.7056172,-80.0361517,geocoded,Nominatim/OpenStreetMap
2015-11-20,2015,ECUADOR,Galapagos Islands,"Punta Vicente Roca, Isabella Island",Snorkeling,Unprovoked,M,55.0,50-59,"Punta Vicente Roca, Isabella Island, Galapagos Islands, ECUADOR",,,not_requested,Nominatim/OpenStreetMap
2015-06-05,2015,USA,Florida,Fort Lauderdale,Attempting to rescue a shark,Unprovoked,F,17.0,10-19,"Fort Lauderdale, Florida, USA",,,not_requested,Nominatim/OpenStreetMap
2015-06-27,2015,SOUTH AFRICA,Western Cape Province,Buffels Bay near Knysna,Body Boarding,Unprovoked,M,19.0,10-19,"Buffels Bay near Knysna, Western Cape Province, SOUTH AFRICA",,,not_requested,Nominatim/OpenStreetMap
2015-04-26,2015,USA,Florida,"Resident's Beach, Marco Island",Wading,Unprovoked,M,63.0,60-69,"Resident's Beach, Marco Island, Florida, USA",,,not_requested,Nominatim/OpenStreetMap
2015-03-07,2015,FRENCH POLYNESIA,Central Tuamotu,"Tupapati, Hikueru Atoll",Sitting in the water,Unprovoked,M,18.0,10-19,"Tupapati, Hikueru Atoll, Central Tuamotu, FRENCH POLYNESIA",,,not_requested,Nominatim/OpenStreetMap
2015-05-25,2015,FRENCH POLYNESIA,Rangiroa,Avatoru Pass,Spearfishing,Unprovoked,M,19.0,10-19,"Avatoru Pass, Rangiroa, FRENCH POLYNESIA",,,not_requested,Nominatim/OpenStreetMap
2015-06-07,2015,USA,Florida,"Lori Wilson Park, Cocoa Beach, Brevard  County",Playing,Unprovoked,M,11.0,10-19,"Lori Wilson Park, Cocoa Beach, Brevard  County, Florida, USA",,,not_requested,Nominatim/OpenStreetMap
2015-06-11,2015,USA,North Carolina,"Ocean Isle, Brunswick County",Boogie boarding,Unprovoked,F,13.0,10-19,"Ocean Isle, Brunswick County, North Carolina, USA",33.8943393,-78.426672,geocoded,Nominatim/OpenStreetMap
2015-05-09,2015,NEW CALEDONIA,,Kouare,Snorkeling,Unprovoked,M,50.0,50-59,"Kouare, NEW CALEDONIA",,,not_requested,Nominatim/OpenStreetMap
2015-08-18,2015,USA,California,Santa Barbara County,Kayak Fishing,Watercraft,M,22.0,20-29,"Santa Barbara County, California, USA",,,not_requested,Nominatim/OpenStreetMap
2015-08-29,2015,USA,California,"Morro Bay, San Luis Obispo County",Surfing,Unprovoked,M,21.0,20-29,"Morro Bay, San Luis Obispo County, California, USA",,,not_requested,Nominatim/OpenStreetMap
2015-08-29,2015,USA,California,"Morro Strand State Beach, San Luis Obispo County",Surfing,Unprovoked,F,54.0,50-59,"Morro Strand State Beach, San Luis Obispo County, California, USA",,,not_requested,Nominatim/OpenStreetMap
2015-10-28,2015,USA,Hawaii,"Malaka, Oahu",Body boarding,Unprovoked,M,10.0,10-19,"Malaka, Oahu, Hawaii, USA",,,not_requested,Nominatim/OpenStreetMap
2015-11-01,2015,MOZAMBIQUE,Inhambane Province,Maxixe,Fishing,Unprovoked,M,19.0,10-19,"Maxixe, Inhambane Province, MOZAMBIQUE",,,not_requested,Nominatim/OpenStreetMap
2015-09-04,2015,AUSTRALIA,New South Wales,Hallidays Point,Surf-skiing,Unprovoked,M,62.0,60-69,"Hallidays Point, New South Wales, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
2015-01-01,2015,USA,Florida,"Windsor Beach, Indian River County",Inconnue,Unprovoked,M,12.0,10-19,"Windsor Beach, Indian River County, Florida, USA",,,not_requested,Nominatim/OpenStreetMap
2015-09-20,2015,USA,Florida,"Fernandina Beach, Amelia Island, Nassau County",Wading,Unprovoked,M,12.0,10-19,"Fernandina Beach, Amelia Island, Nassau County, Florida, USA",,,not_requested,Nominatim/OpenStreetMap
2015-06-24,2015,AUSTRALIA,New South Wales,"Belongil Beach, Byron Bay",Surf skiing,Unprovoked,M,71.0,70-79,"Belongil Beach, Byron Bay, New South Wales, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
2015-07-22,2015,REUNION,,St. Leu,Surfing,Unprovoked,M,45.0,40-49,"St. Leu, REUNION",,,not_requested,Nominatim/OpenStreetMap
2015-10-05,2015,USA,Texas,Galveston,Wading,Unprovoked,M,13.0,10-19,"Galveston, Texas, USA",29.3872254,-94.992736,geocoded,Nominatim/OpenStreetMap
2015-09-01,2015,THAILAND,Phuket,Karon Beach,Wading,Unprovoked,F,37.0,30-39,"Karon Beach, Phuket, THAILAND",,,not_requested,Nominatim/OpenStreetMap
